load_scenario,load,p_mw,q_mvar
7,2,37.576049242786226,7.579033286761552
7,3,20.0768816587115,-1.638071934497382
7,4,2.7536931206806976,0.5797248675117259
7,5,4.285353326558526,2.8696562454632986
7,6,0.0,0.0
7,7,0.0,0.0
7,8,14.503364955718727,8.161215534404437
7,9,3.7017493389916507,2.3855717962390637
7,10,1.6074977617630117,0.8267131346209775
7,11,2.5352029023533933,0.6649712530762999
7,12,7.131818026978464,3.064040337516673
7,13,6.741755063435599,2.2623339139045635
8,0,0.0,0.0
8,1,11.184620711096553,6.545837927692452
8,2,37.203430117246384,7.5038765629265525
8,3,19.860513963075217,-1.620418503263459
8,4,2.6911624296398133,0.5665605115031187
8,5,4.282040933485558,2.867438125101936
8,6,0.0,0.0
8,7,0.0,0.0
8,8,14.40942359200683,8.1083536144852
8,9,3.655664668474992,2.3558727863505506
8,10,1.594918863067674,0.8202439867205181
8,11,2.527892218899159,0.6630536967604352
8,12,7.0571366744925115,3.031955015707894
8,13,6.660170765438344,2.234956632697431
9,0,0.0,0.0
9,1,11.172861287691166,6.538955684501282
9,2,37.355746784668966,7.534598608372721
9,3,19.806498978928808,-1.6160114229669948
9,4,2.7005368906521188,0.5685340822425514
9,5,4.351806959940826,2.9141564463889464
9,6,0.0,0.0
9,7,0.0,0.0
9,8,14.46622916468129,8.140318784193541
9,9,3.6529527338781613,2.354125095165926
9,10,1.6064348011481686,0.8261664691619154
9,11,2.5527936913917726,0.6695852305289897
9,12,7.0462244616923355,3.027266805764114
9,13,6.653624779101549,2.232759992987097
10,0,0.0,0.0
10,1,11.304861383370223,6.6162091967189784
10,2,38.44454373504382,7.754207335093764
10,3,20.19295276589204,-1.6475421712757106
10,4,2.8189417188359083,0.5934614144917701
10,5,4.503992929456771,3.0160666938326597
10,6,0.0,0.0
10,7,0.0,0.0
10,8,14.744547088606398,8.296931582063262
10,9,3.721379229449619,2.3982221700897544
10,10,1.6515068075941142,0.8493463581912588
10,11,2.6226772022431786,0.6879153317359158
10,12,7.142718120451116,3.0687233406382575
10,13,6.763964454153398,2.269786729581677
11,0,0.0,0.0
11,1,11.727051942890194,6.8632976808620025
11,2,41.67669638086801,8.406127720132613
11,3,21.601802504979986,-1.7624901625402083
11,4,3.1882715941022597,0.671215072442581
11,5,4.865925823749681,3.258432471260947
11,6,0.0,0.0
11,7,0.0,0.0
11,8,15.507098320405845,8.726028207414815
11,9,4.005389077570915,2.5812507388790342
11,10,1.766217568027697,0.9083404635571014
11,11,2.8068746465033816,0.7362294154762969
11,12,7.478598361913953,3.2130274443778464
11,13,7.151840081041821,2.3999463359200743
12,0,0.0,0.0
12,1,12.437214252205996,7.278922626867104
12,2,47.19330654552511,9.518819791560267
12,3,24.187153098262048,-1.9734288092724266
12,4,3.8175314521289185,0.8036908320271409
12,5,5.478296740942756,3.6685022818813104
12,6,0.0,0.0
12,7,0.0,0.0
12,8,16.77022919239507,9.436806935381632
12,9,4.522034730140105,2.9142001594236233
12,10,1.9547489884657183,1.0052994797823696
12,11,3.1108428218846442,0.8159587729533494
12,12,8.060760931196016,3.463141733402733
12,13,7.82965904090025,2.627402362718205
13,0,0.0,0.0
13,1,12.719626860464288,7.444205581930713
13,2,48.87596708874295,9.858209922357918
13,3,25.143115150674003,-2.0514257131303055
13,4,4.034579593934273,0.8493851776703734
13,5,5.7427869237803275,3.845616243602898
13,6,0.0,0.0
13,7,0.0,0.0
13,8,17.32762966797744,9.750462796217814
13,9,4.6900518214970885,3.0224778405203456
13,10,2.0204129398062647,1.0390695119003648
13,11,3.234467239002017,0.8483848495742996
13,12,8.267899768389052,3.5521347153078886
13,13,8.15947145681189,2.738077670071104
14,0,0.0,0.0
14,1,12.56767694347331,7.355276367839219
14,2,46.99443197559702,9.47870708637307
14,3,24.40603854865894,-1.9912876640119221
14,4,3.8377933237654807,0.8079564892137855
14,5,5.597971618035341,3.7486417085058092
14,6,0.0,0.0
14,7,0.0,0.0
14,8,17.13832659206946,9.6439397094357
14,9,4.505093799397192,2.9032826707226342
14,10,1.9615545249624475,1.0087994699806873
14,11,3.1413295212291077,0.8239552842568152
14,12,8.118985403743704,3.488156691978776
14,13,8.107794707633532,2.7207364790716553
15,0,0.0,0.0
15,1,12.430223269507184,7.274831130080241
15,2,44.96622043358241,9.069619832675857
15,3,23.63655559076819,-1.9285055816735552
15,4,3.567916222624357,0.7511402573946016
15,5,5.424541294079916,3.6325053308570867
15,6,0.0,0.0
15,7,0.0,0.0
15,8,17.062444048388585,9.601239701805103
15,9,4.325141153309766,2.787313187688516
15,10,1.8918797305177075,0.9729667185519639
15,11,3.041292297119351,0.797716012359174
15,12,7.983264160176099,3.4298468243719533
15,13,8.148735113951936,2.7344748704536697
16,0,0.0,0.0
16,1,12.300622798947776,7.198982006757454
16,2,43.31745888250549,8.737067078212359
16,3,22.947621340857157,-1.872295465049015
16,4,3.321198300250205,0.699199642157938
16,5,5.246063557827174,3.5129889896164115
16,6,0.0,0.0
16,7,0.0,0.0
16,8,16.99090516112116,9.560983921173262
16,9,4.181715289858257,2.6948831867975436
16,10,1.83376515518919,0.9430792226687263
16,11,2.952899382189554,0.7745309854923422
16,12,7.841606144339716,3.3689863434941003
16,13,8.176874643586611,2.743917665633091
17,0,0.0,0.0
17,1,12.124917100113752,7.09614963923708
17,2,41.65184973636578,8.401116188863586
17,3,22.188071224986352,-1.8103238028754558
17,4,3.088152030615049,0.6501372696031683
17,5,5.033705797487708,3.370785132246233
17,6,0.0,0.0
17,7,0.0,0.0
17,8,16.88527723360404,9.50154583314668
17,9,4.035663655565023,2.6007610224752367
17,10,1.7773401538876186,0.9140606505707752
17,11,2.8625122137777606,0.7508228757449865
17,12,7.654814156377638,3.2887349708881706
17,13,8.179915956546543,2.7449382404518596
18,0,0.0,0.0
18,1,12.043517694401029,7.048510355709357
18,2,40.797078744355,8.228710150135296
18,3,21.57000502510731,-1.759895807487835
18,4,2.8671476977421904,0.6036100416299348
18,5,4.804611708636269,3.2173739120332163
18,6,0.0,0.0
18,7,0.0,0.0
18,8,16.88547116685453,9.501654961687635
18,9,3.8995023843252303,2.5130126476762595
18,10,1.749189073861082,0.8995829522714136
18,11,2.7549479662267267,0.7226093026168464
18,12,7.491966500960674,3.218770793005327
18,13,8.24127779342089,2.7655294608794936
19,0,0.0,0.0
19,1,11.90210752224201,6.965749563708457
19,2,39.79196628461771,8.025980460803996
19,3,20.983518255198344,-1.7120443764701578
19,4,2.692834854195697,0.5669126008833046
19,5,4.6191695007073355,3.093193862080805
19,6,0.0,0.0
19,7,0.0,0.0
19,8,16.928357037664096,9.525787350007594
19,9,3.783331313061103,2.438146846194933
19,10,1.7267161667648718,0.8880254571933627
19,11,2.694990219669406,0.7068826805690246
19,12,7.314652230296298,3.142591328571743
19,13,8.301010528595027,2.7855740028842373
20,0,0.0,0.0
20,1,11.800106470950046,6.9060530959016395
20,2,39.1576193199996,7.898033620806713
20,3,20.567578872112037,-1.6781078996074676
20,4,2.536673832373275,0.5340365962891106
20,5,4.457456243941968,2.9849037347825678
20,6,0.0,0.0
20,7,0.0,0.0
20,8,16.94748101738122,9.536548640289094
20,9,3.687599180350498,2.3764528051147655
20,10,1.715754426210722,0.882387990622657
20,11,2.6495243882532433,0.6949572165910147
20,12,7.1632825692285245,3.0775584371500324
20,13,8.33058173263804,2.7954972257174626
21,0,0.0,0.0
21,1,11.761421202746448,6.883412408980639
21,2,39.09522988960548,7.885449765419364
21,3,20.463886262620328,-1.6696476239376419
21,4,2.4594731966804355,0.5177838308800917
21,5,4.381478139841714,2.9340255400725765
21,6,0.0,0.0
21,7,0.0,0.0
21,8,17.061334168806408,9.600615159396149
21,9,3.649170160099072,2.351687436508291
21,10,1.7255650593920493,0.8874334591159111
21,11,2.6303295235245,0.6899224979736394
21,12,7.087903041048107,3.0451731583762234
21,13,8.391791775484567,2.816037508551868
22,0,0.0,0.0
22,1,11.848328731361232,6.934275340474085
22,2,40.19840544935917,8.107958636282635
22,3,20.8313254716291,-1.699626973626642
22,4,2.502788939807711,0.5269029346963603
22,5,4.3704509965224485,2.9266412923141396
22,6,0.0,0.0
22,7,0.0,0.0
22,8,17.416349722743284,9.800386623645373
22,9,3.709456500094053,2.3905386333939456
22,10,1.7753321894459801,0.913027983143647
22,11,2.6729273163282197,0.7010956895287135
22,12,7.0823413993230195,3.0427837123017416
22,13,8.586185014404238,2.881270139061825
23,0,0.0,0.0
23,1,12.123099192356229,7.095085702438898
23,2,42.99535460794047,8.67209912474383
23,3,21.959032413039786,-1.791636535791949
23,4,2.71979510581581,0.5725884433296442
23,5,4.430667669232119,2.96696495707508
23,6,0.0,0.0
23,7,0.0,0.0
23,8,18.138644394394834,10.2068304049815
23,9,3.905889962171137,2.5171290867325107
23,10,1.8985344406208073,0.976389140890701
23,11,2.7783741521578014,0.7287538759758169
23,12,7.134766809635116,3.065307221917309
23,13,8.955660083511637,3.0052550615810865
24,0,0.0,0.0
24,1,12.472829824058618,7.299766763389145
24,2,46.60211771229686,9.39957788252272
24,3,23.632813814492017,-1.9282002903037418
24,4,3.1039516394859277,0.653463503049669
24,5,4.609827982618837,3.0869383812179714
24,6,0.0,0.0
24,7,0.0,0.0
24,8,18.972566570267922,10.676088307337205
24,9,4.230771102716957,2.7264969328620388
24,10,2.048903630867822,1.0537218673034514
24,11,2.945094802004422,0.7724838824929633
24,12,7.274012996460556,3.125131509590461
24,13,9.376066734343858,3.146331118907335
25,0,0.0,0.0
25,1,12.554621628919515,7.347635699874554
25,2,47.769666706605626,9.63507077946398
25,3,24.321246992609204,-1.984369524501588
25,4,3.292553371977493,0.6931691309426302
25,5,4.694219929782179,3.1434508458362806
25,6,0.0,0.0
25,7,0.0,0.0
25,8,19.037632798989275,10.712701846210914
25,9,4.36431475336363,2.812558396612117
25,10,2.092009343636827,1.075890519584654
25,11,3.0095870748088958,0.7893998884744646
25,12,7.334575917876209,3.1511511350875563
25,13,9.367867535510683,3.143579709902914
26,0,0.0,0.0
26,1,12.514697536593731,7.324269986854395
26,2,47.65105135116774,9.611146238558248
26,3,24.402326097793278,-1.9909847653011252
26,4,3.363253987756932,0.7080534711067226
26,5,4.73811781853476,3.172846753483098
26,6,0.0,0.0
26,7,0.0,0.0
26,8,18.72946679282382,10.539293178334763
26,9,4.390823327749788,2.829641700105419
26,10,2.0764919969096116,1.0679101698392288
26,11,3.019965866599643,0.7921221945179393
26,12,7.370355283082812,3.1665230105096525
26,13,9.154140472107317,3.0718592188279588
27,0,0.0,0.0
27,1,12.268643745389607,7.180266155135853
27,2,45.73587959987735,9.224858942650421
27,3,23.630034323602295,-1.9279735117583465
27,4,3.2248847531690106,0.678923105930318
27,5,4.602005984262618,3.081700435890146
27,6,0.0,0.0
27,7,0.0,0.0
27,8,18.095639826897802,10.182631224627238
27,9,4.24940575662203,2.738505932045308
27,10,1.997461072458281,1.0272656944071161
27,11,2.9306679059532135,0.768699778610679
27,12,7.2213470472502586,3.102504657337148
27,13,8.792344479996276,2.950451167783985
28,0,0.0,0.0
28,1,11.80634141155136,6.9097021164378924
28,2,42.12816366429268,8.497188000228885
28,3,22.089313363052288,-1.8022661530523834
28,4,2.9212873240857613,0.6150078577022656
28,5,4.284273369579076,2.8689330599859884
28,6,0.0,0.0
28,7,0.0,0.0
28,8,17.029355238847074,9.582620236097
28,9,3.9474614811567506,2.543919621189906
28,10,1.866481907037043,0.9599049807619079
28,11,2.7414423621509854,0.719066849088783
28,12,6.885940152633198,2.9584039174275962
28,13,8.17706481260983,2.7439814807415535
29,0,0.0,0.0
29,1,11.321740876447063,6.62608797838146
29,2,38.529374820842975,7.771317639023531
29,3,20.511758004366754,-1.673553477343731
29,4,2.617682724867431,0.5510910999720907
29,5,3.9153171800087896,2.6218641830416005
29,6,0.0,0.0
29,7,0.0,0.0
29,8,15.981097124941629,8.99275295844173
29,9,3.625063785496059,2.336152217319682
29,10,1.7401130390402026,0.8949152772206757
29,11,2.5428647949669565,0.6669809298273985
29,12,6.497246916642905,2.7914097864095444
29,13,7.577386240677768,2.5427470606301235
30,0,0.0,0.0
30,1,11.300546192086742,6.613683716106065
30,2,38.6374897738623,7.79312426436713
30,3,20.619630377490836,-1.6823547797534366
30,4,2.6815851840817806,0.5645442492803749
30,5,3.964653657489771,2.654902002783329
30,6,0.0,0.0
30,7,0.0,0.0
30,8,15.871575882443269,8.931124055883332
30,9,3.65277254389316,2.3540089727311475
30,10,1.7444564608815722,0.8971490370248086
30,11,2.5302128321190986,0.6636623821951735
30,12,6.502596364744405,2.7937080678161146
30,13,7.497932132949331,2.5160846083722586
31,0,0.0,0.0
31,1,11.140227040116876,6.51985637831725
31,2,37.53504569892276,7.57076293290374
31,3,20.230299234638824,-1.6505892680981469
31,4,2.667825759150133,0.5616475282421333
31,5,3.8728887645132515,2.593452297665124
31,6,0.0,0.0
31,7,0.0,0.0
31,8,15.534826907690404,8.741631412463075
31,9,3.5790206889659752,2.306479999555851
31,10,1.7116100090764785,0.8802565760964747
31,11,2.4611908012973815,0.6455582429632477
31,12,6.379325565325209,2.740747279917497
31,13,7.282256206803886,2.4437101365113714
32,0,0.0,0.0
32,1,11.0752391163337,6.481821971310506
32,2,37.012310751798026,7.465328070957138
32,3,20.13833762604564,-1.6430861243007948
32,4,2.7021918422619877,0.5688824931077869
32,5,3.8353584295172847,2.568320376908896
32,6,0.0,0.0
32,7,0.0,0.0
32,8,15.39402476872962,8.66240037833599
32,9,3.5715616535260275,2.301673065605662
32,10,1.6970171025123997,0.8727516527206627
32,11,2.428286846696251,0.6369276974940986
32,12,6.32785409392859,2.7186336107248756
32,13,7.185053230416987,2.4110916880593916
33,0,0.0,0.0
33,1,11.103466743703711,6.49834228778973
33,2,37.18683364108516,7.500529078350509
33,3,20.428165850051446,-1.6667331969707246
33,4,2.8107495459771226,0.5917367465214995
33,5,3.8631086526235556,2.5869031155961313
33,6,0.0,0.0
33,7,0.0,0.0
33,8,15.42724445008376,8.681093487165779
33,9,3.635511635258038,2.34288527605518
33,10,1.710565807929651,0.8797195583638205
33,11,2.431245195324975,0.6377036577901575
33,12,6.339614394437272,2.723686184276754
33,13,7.187003405924361,2.4117461093705908
34,0,0.0,0.0
34,1,11.288244798230608,6.606484282835424
34,2,38.57974367775518,7.781476962604549
34,3,21.14549743991352,-1.7252602513736974
34,4,3.0044465544612704,0.6325150640971096
34,5,3.994010206725617,2.6745604062894754
34,6,0.0,0.0
34,7,0.0,0.0
34,8,15.75160591123708,8.86361552971307
34,9,3.7873964097931703,2.4407665752000427
34,10,1.7596966572528063,0.9049868523014434
34,11,2.501892084159882,0.656233989287838
34,12,6.461956725892539,2.7762480748279055
34,13,7.3485810570179835,2.4659667976570416
35,0,0.0,0.0
35,1,11.74601680327486,6.8743969309488815
35,2,42.096606546262024,8.490822976422276
35,3,22.817686298922265,-1.8616940704141596
35,4,3.4114820198664653,0.7182067410245191
35,5,4.348834618822079,2.9121660393897852
35,6,0.0,0.0
35,7,0.0,0.0
35,8,16.562496236633812,9.319913136546484
35,9,4.151160433875291,2.675192279608521
35,10,1.8768493053316884,0.965236785599154
35,11,2.6823801229490454,0.7035751142161432
35,12,6.825357882412423,2.9323759791105224
35,13,7.789473179733533,2.613917174407226
36,0,0.0,0.0
36,1,12.432429295967978,7.276122214690936
36,2,47.52589273357252,9.585901931399977
36,3,25.40722372587148,-2.0729743207301
36,4,4.007663566091783,0.8437186454930071
36,5,4.902931226018267,3.2832128745658036
36,6,0.0,0.0
36,7,0.0,0.0
36,8,17.806240039466317,10.019782530682741
36,9,4.688960729514237,3.021774692353619
36,10,2.062683038663291,1.0608084198839784
36,11,2.9757627624913328,0.7805279377026447
36,12,7.433139576017935,3.1934970030299277
36,13,8.457594346064312,2.8381189080752725
37,0,0.0,0.0
37,1,12.710674881451304,7.4389664052733435
37,2,49.50774670237815,9.985638931477546
37,3,26.36338628977262,-2.150987584311992
37,4,4.2082583167526435,0.8859491193163461
37,5,5.13973754070706,3.441788531723478
37,6,0.0,0.0
37,7,0.0,0.0
37,8,18.32906356131681,10.313981529418951
37,9,4.892690053215149,3.1530669231830957
37,10,2.126462493610731,1.0936092824283759
37,11,3.096859068958635,0.8122909033334125
37,12,7.718997673753846,3.3163101116868376
37,13,8.753831894331874,2.937527481319421
38,0,0.0,0.0
38,1,12.642695277244828,7.399181106958954
38,2,48.51861721823534,9.78613298456976
38,3,25.86002191152616,-2.1099181057521346
38,4,4.058015756550649,0.854319106642242
38,5,5.177015438187387,3.4667514095004828
38,6,0.0,0.0
38,7,0.0,0.0
38,8,18.150255981206577,10.213364382645057
38,9,4.790352378118032,3.0871159770093985
38,10,2.079696463318299,1.0695581811351251
38,11,3.0813737904312792,0.8082291909327947
38,12,7.796223702251919,3.349488701708232
38,13,8.68001369270487,2.9127562727197547
39,0,0.0,0.0
39,1,12.64546337968625,7.400801148479971
39,2,47.67122293284975,9.615214816604515
39,3,25.37929100667077,-2.070695291339247
39,4,3.905264402135506,0.8221609267653698
39,5,5.299182998065154,3.5485600433472015
39,6,0.0,0.0
39,7,0.0,0.0
39,8,18.17054670584722,10.224782214137758
39,9,4.716807137763999,3.03972015544791
39,10,2.03128683832318,1.0446618025662069
39,11,3.0892548670287345,0.8102963585649141
39,12,7.948476520699445,3.4149010237079094
39,13,8.746032095567143,2.9349100991836052
40,0,0.0,0.0
40,1,12.672472097381721,7.416608093859349
40,2,47.20692301930172,9.52156621408421
40,3,25.146424834941612,-2.0516957501312194
40,4,3.820838220518594,0.8043869937933883
40,5,5.415516213703627,3.6264617502479646
40,6,0.0,0.0
40,7,0.0,0.0
40,8,18.262493994486427,10.276522044355074
40,9,4.685871531632483,3.019783875940933
40,10,2.0013724560008654,1.0292772630861595
40,11,3.105940553340186,0.8146729320236554
40,12,8.084343468320974,3.4732734900934554
40,13,8.841416486432399,2.966918284037718
41,0,0.0,0.0
41,1,12.693870240328685,7.429131430975774
41,2,46.85032395671267,9.449640713137375
41,3,24.957603408292016,-2.036289817831357
41,4,3.761537817660457,0.7919026984548331
41,5,5.484309438099852,3.6725286415847225
41,6,0.0,0.0
41,7,0.0,0.0
41,8,18.372794775602916,10.338589602542658
41,9,4.663033555286493,3.0050660689624067
41,10,1.97988156710699,1.0182248059407377
41,11,3.115243826783057,0.8171131348939167
41,12,8.156560678032777,3.504300143154823
41,13,8.93807964333759,2.999355585012614
42,0,0.0,0.0
42,1,12.70925548375112,7.438135697863558
42,2,46.774869846000364,9.43442173114657
42,3,24.932681067434437,-2.0342564050835628
42,4,3.7454167993365015,0.7885087998603162
42,5,5.527499894512488,3.701450822218184
42,6,0.0,0.0
42,7,0.0,0.0
42,8,18.50282468652939,10.411758976148743
42,9,4.659797724399275,3.002980755723977
42,10,1.9798418411700502,1.018204375458883
42,11,3.1169796963089826,0.8175684449335038
42,12,8.181950228715323,3.5152082464110275
42,13,9.017704653971332,3.026075387238702
43,0,0.0,0.0
43,1,12.713768208160609,7.4407767854211855
43,2,46.52452627223174,9.38392780437795
43,3,24.888640356584332,-2.0306631253280103
43,4,3.7349248753327684,0.7862999737542671
43,5,5.533038855782645,3.705159948068736
43,6,0.0,0.0
43,7,0.0,0.0
43,8,18.590672028687024,10.461191717837446
43,9,4.659058138573907,3.0025041337476286
43,10,1.976780711341106,1.016630080118283
43,11,3.110578566303866,0.8158894600141289
43,12,8.171759479665937,3.510829998671291
43,13,9.066141739629343,3.0423294428286383
44,0,0.0,0.0
44,1,12.76216218534233,7.469099527827078
44,2,46.711471627929235,9.421634404784028
44,3,25.065036550638574,-2.0450552834203024
44,4,3.796403749585152,0.7992428946495057
44,5,5.5595593847225375,3.722919230840985
44,6,0.0,0.0
44,7,0.0,0.0
44,8,18.695201094810223,10.520011463520328
44,9,4.702041013328242,3.0302042085893115
44,10,1.988638001723074,1.0227281151718668
44,11,3.1282944856918604,0.8205362585421274
44,12,8.180760863968294,3.5146972600752666
44,13,9.121121847590995,3.060779143486911
45,0,0.0,0.0
45,1,12.84222660485225,7.515957506065602
45,2,47.23971020688701,9.52817934109186
45,3,25.4600275949314,-2.077282586197332
45,4,3.89180426688031,0.8193272140800654
45,5,5.604920752738338,3.7532951469229947
45,6,0.0,0.0
45,7,0.0,0.0
45,8,18.840456279343737,10.601748279223935
45,9,4.781148292224655,3.081184454989222
45,10,2.0135605514474153,1.0355454264586708
45,11,3.1636506889573117,0.8298100167756884
45,12,8.224422941512795,3.5334557822795714
45,13,9.194226944208145,3.085311055103404
46,0,0.0,0.0
46,1,12.99473420395629,7.605213105541238
46,2,48.5221158103479,9.786838645399257
46,3,26.260366731879763,-2.1425822228939557
46,4,4.070690034589171,0.8569873757029834
46,5,5.695846217572462,3.8141827349815594
46,6,0.0,0.0
46,7,0.0,0.0
46,8,19.18096713795684,10.793357779324868
46,9,4.945736097080764,3.1872521514520478
46,10,2.0693365537378154,1.0642302276365907
46,11,3.236229738342672,0.848847144483324
46,12,8.31643313397664,3.5729860871899635
46,13,9.364515865166931,3.1424549883110506
47,0,0.0,0.0
47,1,13.315419214473659,7.79289511630486
47,2,51.566394622555784,10.40086515741571
47,3,27.9071072864967,-2.276939715843873
47,4,4.446817585489955,0.9361721232610434
47,5,5.892514506436917,3.9458802498461494
47,6,0.0,0.0
47,7,0.0,0.0
47,8,19.85730549774348,11.173941398730229
47,9,5.27429263022887,3.398988583925272
47,10,2.1964371008252543,1.1295962232815595
47,11,3.386515929901607,0.8882664734168151
47,12,8.530672930635097,3.665029851680264
47,13,9.69134778523866,3.252130129274718
48,0,0.0,0.0
48,1,13.677360543094055,8.00472252982924
48,2,55.127634284967286,11.119161904611236
48,3,29.706671760705923,-2.423766105999019
48,4,4.888661233365695,1.0291918386033043
48,5,6.118548915641609,4.097242577438578
48,6,0.0,0.0
48,7,0.0,0.0
48,8,20.62090143445051,11.603625891928084
48,9,5.629931161712113,3.628177859770028
48,10,2.3384077388616418,1.2026096942717015
48,11,3.564056478343666,0.9348344861229289
48,12,8.785547085470046,3.7745313404241676
48,13,10.071888720494437,3.3798284296961194
49,0,0.0,0.0
49,1,13.633261026494939,7.978913135321923
49,2,55.41394814273876,11.176910984204207
49,3,29.738155448766275,-2.426334858790554
49,4,4.930560251863225,1.0380126846027842
49,5,6.0874495231041985,4.076417091364418
49,6,0.0,0.0
49,7,0.0,0.0
49,8,20.502747168509032,11.53713908465254
49,9,5.612523460738957,3.6169595635873275
49,10,2.3478934087503163,1.207488038785877
49,11,3.577049067988155,0.9382423784886964
49,12,8.804092903388323,3.7824991733075755
49,13,9.993140009743492,3.3534026878333862
50,0,0.0,0.0
50,1,13.433395272149639,7.861941011811078
50,2,54.36193292112019,10.964721077508319
50,3,28.952761177741767,-2.3622545730793494
50,4,4.802059223614593,1.0109598365504409
50,5,5.963721282773311,3.9935633589999857
50,6,0.0,0.0
50,7,0.0,0.0
50,8,20.03032863271896,11.271303569597789
50,9,5.439767169086312,3.5056277311889565
50,10,2.3026785438382715,1.1842346796882541
50,11,3.5161849282265245,0.9222780139610557
50,12,8.724801473088142,3.7484332254749053
50,13,9.7282554211851,3.264515242008423
51,0,0.0,0.0
51,1,13.056428796478368,7.641320079044943
51,2,51.64062908342342,10.415838137845487
51,3,27.386579294421736,-2.234469858749891
51,4,4.469516565304846,0.9409508558536519
51,5,5.656197470728142,3.7876322348625955
51,6,0.0,0.0
51,7,0.0,0.0
51,8,19.26676555037867,10.841637563941896
51,9,5.114937921200836,3.296293326996094
51,10,2.1973965592515783,1.1300896590436689
51,11,3.36284252908261,0.8820570568085535
51,12,8.441481553418615,3.62671059332059
51,13,9.319489154687023,3.12734535392182
52,0,0.0,0.0
52,1,12.51669447122996,7.325438699752096
52,2,47.58927523156461,9.598686087045941
52,3,25.277909362062505,-2.0624235671975684
52,4,3.999722614888579,0.8420468662923325
52,5,5.170272790676138,3.462236243756342
52,6,0.0,0.0
52,7,0.0,0.0
52,8,18.104956578871274,10.187873871500447
52,9,4.662012216335933,3.0044078727498236
