load_scenario,load_scenario_idx,load,p_mw,q_mvar
23,22361,3,32.602423339445224,-2.6600303561472045
23,22361,4,3.6185625093038905,0.7618026335376612
23,22361,5,8.652346044611223,5.7939817263021585
23,22361,6,0.03737590699994264,0.0
23,22361,7,0.03737590699994264,0.0
23,22361,8,20.695382349294782,11.645537186382827
23,22361,9,6.063094542314774,3.9073275939361873
23,22361,10,2.260371589568405,1.1624768174923226
23,22361,11,4.135429216598355,1.0847027453372733
23,22361,12,11.477044617155073,4.930878428111068
23,22361,13,10.636431919721437,3.5692724562823614
24,22362,0,0.03737590699994264,0.0
24,22362,1,17.608163699259592,10.305238662700315
24,22362,2,64.25082108406689,12.959295123113277
24,22362,3,34.053042001658895,-2.7783862721018764
24,22362,4,4.196262361859145,0.8834236551282412
24,22362,5,8.77207130553821,5.874154892101481
24,22362,6,0.03737590699994264,0.0
24,22362,7,0.03737590699994264,0.0
24,22362,8,21.70059224678662,12.211180721920607
24,22362,9,6.482130249211512,4.17737282726964
24,22362,10,2.411541418898161,1.240221301147626
24,22362,11,4.356915973797089,1.1427976324713678
24,22362,12,11.806842463419478,5.072569354654295
24,22362,13,11.113724143800207,3.7294376321477207
25,22363,0,0.02929961025551897,0.0
25,22363,1,17.868780636024415,10.457765625691708
25,22363,2,64.04809574703427,12.918405723924108
25,22363,3,35.32528783008361,-2.882188756011006
25,22363,4,4.2304828103001535,0.8906279600631902
25,22363,5,8.962527773715914,6.001692705613336
25,22363,6,0.02929961025551897,0.0
25,22363,7,0.02929961025551897,0.0
25,22363,8,21.770414352515218,12.250470449211953
25,22363,9,6.656658126219338,4.289846348008018
25,22363,10,2.4972089360838146,1.2842788814145334
25,22363,11,4.466590692014754,1.1715647716760011
25,22363,12,11.854785991556888,5.093167314891107
25,22363,13,11.08964902963225,3.721358734775923
26,22364,0,0.02929961025551897,0.0
26,22364,1,17.936583482517495,10.497447475943419
26,22364,2,67.86582805797283,13.688436657128278
26,22364,3,35.699537692090274,-2.9127237865931397
26,22364,4,4.461956314421789,0.9393592240887977
26,22364,5,9.2133923749065,6.169682393910603
26,22364,6,0.02929961025551897,0.0
26,22364,7,0.02929961025551897,0.0
26,22364,8,22.485404587946682,12.652803937624235
26,22364,9,6.736604285538066,4.341367206235642
26,22364,10,2.447128642331249,1.2585233017703568
26,22364,11,4.440103458699524,1.1646173006424982
26,22364,12,11.988725129495839,5.150711537116731
26,22364,13,11.374557403333206,3.8169655715883244
27,22365,0,0.02929961025551897,0.0
27,22365,1,18.06520763110869,10.572725203459926
27,22365,2,67.1591583845159,13.545902434244184
27,22365,3,35.03428355849624,-2.8584457296681034
27,22365,4,4.708911052748321,0.991349695315436
27,22365,5,9.084422415217759,6.083318581619036
27,22365,6,0.02929961025551897,0.0
27,22365,7,0.02929961025551897,0.0
27,22365,8,22.323980800336244,12.56196885713836
27,22365,9,6.885893087546608,4.437575545307813
27,22365,10,2.5474779802414593,1.3101315326956078
27,22365,11,4.440103458699524,1.1646173006424982
27,22365,12,12.161683787449666,5.225019701274672
27,22365,13,11.374557403333206,3.8169655715883244
28,22366,0,0.02929961025551897,0.0
28,22366,1,17.990464691290004,10.528981639602906
28,22366,2,66.39931883224443,13.392643925824247
28,22366,3,35.389717595808264,-2.8874455779006745
28,22366,4,4.75945508033925,1.001990543229316
28,22366,5,9.320108095122468,6.2411438136980815
28,22366,6,0.02929961025551897,0.0
28,22366,7,0.02929961025551897,0.0
28,22366,8,21.792919322382094,12.263134262764162
28,22366,9,6.86537702881091,4.424354085233697
28,22366,10,2.5381011561961513,1.305309166043735
28,22366,11,4.524954167759664,1.1868732243304037
28,22366,12,12.133869564766957,5.213069887085063
28,22366,13,11.331801920643663,3.802618094175726
29,22367,0,0.016363175629701132,0.0
29,22367,1,18.03686842323068,10.556139584102748
29,22367,2,65.82896988271996,13.277605390357529
29,22367,3,34.47119742848018,-2.8125035558801823
29,22367,4,4.842896082942626,1.0195570700931844
29,22367,5,8.811221054080121,5.90037124157151
29,22367,6,0.016363175629701132,0.0
29,22367,7,0.016363175629701132,0.0
29,22367,8,21.12217218190139,11.88569688879875
29,22367,9,6.736030262247322,4.340997280114941
29,22367,10,2.5251647215703334,1.2986561425218859
29,22367,11,4.361093649429527,1.1438934162438106
29,22367,12,11.815774613716348,5.0764068710781345
29,22367,13,11.300954367921669,3.7922665664166675
30,22368,0,0.016363175629701132,0.0
30,22368,1,17.861725812060424,10.45363676558375
30,22368,2,65.80026797798513,13.271816258829272
30,22368,3,33.199471218817685,-2.708743467644121
30,22368,4,4.830411168893666,1.0169286671355087
30,22368,5,8.764157713493459,5.868855611714371
30,22368,6,0.016363175629701132,0.0
30,22368,7,0.016363175629701132,0.0
30,22368,8,20.793625084644766,11.700819539156038
30,22368,9,6.553676460355929,4.223480385562709
30,22368,10,2.391610856517045,1.2299712976373376
30,22368,11,4.348608735380568,1.140618684689985
30,22368,12,11.652085636195533,5.006081236291414
30,22368,13,10.939304613225884,3.670907588330834
31,22369,0,0.016363175629701132,0.0
31,22369,1,17.397466433353596,10.181927359612473
31,22369,2,65.2352780595696,13.157858631972635
31,22369,3,32.28771941895647,-2.634353676442055
31,22369,4,4.579058916227602,0.9640124034163373
31,22369,5,8.36862679846227,5.603991159684556
31,22369,6,0.016363175629701132,0.0
31,22369,7,0.016363175629701132,0.0
31,22369,8,20.192017587643708,11.362287862877476
31,22369,9,6.318289531168967,4.071786586753333
31,22369,10,2.377629262785451,1.222780763718232
31,22369,11,4.1767773984735515,1.0955481700914234
31,22369,12,11.525032372103086,4.951495389496141
31,22369,13,10.513347225420505,3.5279688675907734
32,22370,0,0.016363175629701132,0.0
32,22370,1,16.893989161657142,9.887265546223304
32,22370,2,60.652394537901294,12.233497836731683
32,22370,3,31.85509312774572,-2.5990557154436886
32,22370,4,4.2780867727578356,0.9006498468963865
32,22370,5,8.217950958550514,5.503092159743648
32,22370,6,0.016363175629701132,0.0
32,22370,7,0.016363175629701132,0.0
32,22370,8,19.653874638609558,11.059468440709107
32,22370,9,5.812354803218137,3.74573976207391
32,22370,10,2.377629262785451,1.222780763718232
32,22370,11,4.107180312835712,1.077293196809367
32,22370,12,11.153229788632872,4.791757983264493
32,22370,13,10.316547818385027,3.461928798115781
33,22371,0,0.0009567013891693676,0.0
33,22371,1,16.309785932399798,9.54535858716486
33,22371,2,57.36306565509475,11.570045089668792
33,22371,3,29.326360279226307,-2.392736508137711
33,22371,4,3.8759965961006984,0.8159992833896208
33,22371,5,7.781564648240921,5.210869184089903
33,22371,6,0.0009567013891693676,0.0
33,22371,7,0.0009567013891693676,0.0
33,22371,8,18.74027012398789,10.545372340955899
33,22371,9,5.259700278922834,3.3895846241947147
33,22371,10,2.1536313850014848,1.107581855143621
33,22371,11,3.942892330352893,1.034201266977808
33,22371,12,10.51994978860997,4.519682131402802
33,22371,13,9.646620840050515,3.237121087265274
34,22372,0,-0.01683246914137193,-0.0
34,22372,1,15.456995317899581,9.046259932595607
34,22372,2,52.573320571830756,10.603960624891553
34,22372,3,27.110381670540818,-2.2119349061738327
34,22372,4,3.302693517687308,0.6953038984604859
34,22372,5,7.085763297128262,4.744930779326961
34,22372,6,-0.01683246914137193,-0.0
34,22372,7,-0.01683246914137193,-0.0
34,22372,8,17.387039268818842,9.783893283470942
34,22372,9,4.71076228711344,3.035824585028661
34,22372,10,2.0038042742396307,1.030527912466096
34,22372,11,3.607841486295345,0.9463190783725496
34,22372,12,10.060976068918341,4.322493422201954
34,22372,13,8.908482241061336,2.989423570825952
35,22373,0,-0.01683246914137193,-0.0
35,22373,1,14.827666307973605,8.677942954436165
35,22373,2,46.7796394712598,9.435383757472783
35,22373,3,24.831452211069312,-2.0259971469282494
35,22373,4,2.8468709119887237,0.599341244629205
35,22373,5,6.468742849157087,4.331747443631978
35,22373,6,-0.01683246914137193,-0.0
35,22373,7,-0.01683246914137193,-0.0
35,22373,8,16.26633929013871,9.153262109027207
35,22373,9,4.274611174612529,2.754749423639185
35,22373,10,1.9198777019667155,0.9873656752971681
35,22373,11,3.3605303427921616,0.8814505817159769
35,22373,12,9.51822763891421,4.089312615237216
35,22373,13,8.10934221749801,2.721255777683896
36,22374,0,0.0037183788846739674,0.0
36,22374,1,14.234182110268822,8.330604276516777
36,22374,2,42.3282742710606,8.537550012209675
36,22374,3,22.82170155477659,-1.8620216749713117
36,22374,4,2.3853147351617086,0.5021715231919387
36,22374,5,6.059970538061283,4.058015985308895
36,22374,6,0.0037183788846739674,0.0
36,22374,7,0.0037183788846739674,0.0
36,22374,8,15.500899772417695,8.722540210919787
36,22374,9,3.9281109530421263,2.53144928084937
36,22374,10,1.826116123292631,0.9391454348362104
36,22374,11,3.161297258352361,0.8291927235022587
36,22374,12,9.113977837256154,3.9156349226730147
36,22374,13,7.73566906199863,2.5958621013418224
37,22375,0,0.01084722261536264,0.0
37,22375,1,13.845422153396338,8.103081168116752
37,22375,2,39.25116302016803,7.916901246106077
37,22375,3,22.331794326908888,-1.8220501647477965
37,22375,4,2.131520940491111,0.4487412506297076
37,22375,5,5.72589157354048,3.8343023929958573
37,22375,6,0.01084722261536264,0.0
37,22375,7,0.01084722261536264,0.0
37,22375,8,14.939583084924552,8.406680651177883
37,22375,9,3.7185317557121067,2.396387131458913
37,22375,10,1.6454856866193843,0.8462497816899692
37,22375,11,2.9975736765906156,0.7862488332040959
37,22375,12,8.78820391369005,3.7756727925483173
37,22375,13,7.312684585597967,2.4539210018785127
38,22376,0,0.01084722261536264,0.0
38,22376,1,13.745580591085677,8.044648548699913
38,22376,2,38.344237309095526,7.73397567805536
38,22376,3,21.553429847625893,-1.7585434394506483
38,22376,4,2.004506721825595,0.42200141512117795
38,22376,5,5.4407193193712455,3.6433388299361025
38,22376,6,0.01084722261536264,0.0
38,22376,7,0.01084722261536264,0.0
38,22376,8,14.454841326475874,8.133910712525408
38,22376,9,3.5201021558398136,2.2685102782078794
38,22376,10,1.6454856866193843,0.8462497816899692
38,22376,11,2.9211282821378726,0.7661975822000978
38,22376,12,8.534299783304718,3.6665880550494343
38,22376,13,7.062945408697671,2.37011590895895
39,22377,0,0.015828752914140765,0.0
39,22377,1,13.652495182980378,7.990169991882525
39,22377,2,38.70072242709466,7.805878196547755
39,22377,3,21.319857513019535,-1.7394862824430166
39,22377,4,1.9496062608656528,0.41044342334013745
39,22377,5,5.309898634203282,3.555735692546841
39,22377,6,0.015828752914140765,0.0
39,22377,7,0.015828752914140765,0.0
39,22377,8,14.289921955383122,8.04110862574101
39,22377,9,3.529784681521585,2.274750128091688
39,22377,10,1.6268993232015045,0.8366910805036311
39,22377,11,2.887058463922095,0.7572612364385823
39,22377,12,8.620718601122356,3.7037161397414566
39,22377,13,7.01215193449297,2.3530711189573728
40,22378,0,0.01794423784637189,0.0
40,22378,1,13.9458118320794,8.161834574534948
40,22378,2,39.851182052975744,8.037924193275362
40,22378,3,22.173816899635913,-1.8091607930665285
40,22378,4,2.0202122359235863,0.4253078391418077
40,22378,5,5.542881771466725,3.7117511862500394
40,22378,6,0.01794423784637189,0.0
40,22378,7,0.01794423784637189,0.0
40,22378,8,14.719474575781735,8.282822981626332
40,22378,9,3.755032383066248,2.419909757976026
40,22378,10,1.67537634880739,0.8616221222438007
40,22378,11,2.9430758831615105,0.7719543300095766
40,22378,12,8.918378406294739,3.8315996115932953
40,22378,13,7.238765115683796,2.429115810632146
41,22379,0,0.06207186196107983,0.0
41,22379,1,14.467821802862877,8.467342714117905
41,22379,2,42.54951343213973,8.582173622193789
41,22379,3,23.619689414408903,-1.9271294710500988
41,22379,4,2.2390931272357166,0.4713880267864667
41,22379,5,5.815327807147565,3.894192728000602
41,22379,6,0.06207186196107983,0.0
41,22379,7,0.06207186196107983,0.0
41,22379,8,15.407800670655558,8.67015224179262
41,22379,9,3.9062059133843396,2.517332699736574
41,22379,10,1.7851284176812534,0.9180660433789304
41,22379,11,3.083718621271471,0.8088442285302219
41,22379,12,9.029581956531198,3.879375951694885
41,22379,13,7.482255913978276,2.510824132207475
42,22380,0,0.004277228123243049,0.0
42,22380,1,15.078227289333665,8.824584634771316
42,22380,2,46.6179951047446,9.402780328982455
42,22380,3,24.96122070525366,-2.0365849529391062
42,22380,4,2.465846760933851,0.5191256338808108
42,22380,5,6.340917003749727,4.246149779296693
42,22380,6,0.004277228123243049,0.0
42,22380,7,0.004277228123243049,0.0
42,22380,8,16.30065337358459,9.172571050898448
42,22380,9,4.310870127428401,2.778116304342747
42,22380,10,1.9431746833372587,0.9993469800020189
42,22380,11,3.2589204482550826,0.8547988060996938
42,22380,12,9.281601404869335,3.9876509739438624
42,22380,13,7.980409221430264,2.677989671620894
43,22381,0,0.022053815293446632,0.0
43,22381,1,15.420246724327,9.024752691195987
43,22381,2,49.04955628393816,9.893222605040604
43,22381,3,25.69401787595967,-2.09637384343604
43,22381,4,2.6074554569992214,0.5489379909472045
43,22381,5,6.6056786773508085,4.423445542868845
